0, 873, 2574, 1528, 1046
1, 4147, 4094193, 3861043, 233150
2, 8487, 19671249, 18555283, 1115966
3, 14050, 37690266, 35553088, 2137178
4, 21198, 65509311, 61795513, 3713798
5, 28490, 96204801, 90751363, 5453438
6, 35575, 127479603, 120253693, 7225910
7, 42799, 157551528, 148621318, 8930210
8, 50252, 188959089, 178248883, 10710206
9, 57596, 220503432, 208005478, 12497954
10, 65087, 252063639, 237777253, 14286386
11, 72585, 284179476, 268072738, 16106738
12, 80189, 316403738, 298470708, 17933030
13, 87728, 348289808, 328549878, 19739930
14, 95292, 380574611, 359004753, 21569858
15, 102823, 380574611, 359004753, 21569858
16, 110358, 412641716, 389254698, 23387018
17, 118038, 444427667, 419238993, 25188674
18, 125638, 477038105, 450001263, 27036842
19, 133209, 509411186, 480539628, 28871558
20, 140702, 541502429, 510812343, 30690086
21, 148284, 573638153, 541126803, 32511350
22, 155911, 605983073, 571638603, 34344470
23, 163499, 638424773, 602241483, 36183290
24, 171050, 670673141, 632662203, 38010938
25, 178582, 702869242, 663033608, 39835634
26, 186203, 734952439, 693298733, 41653706
27, 193867, 767534944, 724034438, 43500506
28, 201493, 800193658, 754842248, 45351410
29, 209197, 832590877, 785403383, 47187494
30, 216765, 865277524, 816237758, 49039766
31, 224389, 897546007, 846677453, 50868554
32, 232052, 930160696, 877443518, 52717178
33, 239652, 962557915, 908004653, 54553262
34, 247074, 962557915, 908004653, 54553262
35, 254692, 993961453, 937628423, 56333030
36, 262284, 1026282235, 968117453, 58164782
37, 269896, 1058699341, 998697563, 60001778
38, 277460, 1090968052, 1029137258, 61830794
39, 285059, 1123353234, 1059687028, 63666206
40, 292592, 1155705972, 1090206418, 65499554
41, 300000, 1187978706, 1120649908, 67328798
